Case_ID,Sample_ID,Age_2010,Race,Sex,Highest_Grade_Completed,Marital_Status,Region,Income_Year,Income,avg_LT_rate
10211,14,49,Hispanic,Female,3RD YEAR COLLEGE,Divorced,North Central,2006,0,4.76882
10211,14,49,Hispanic,Female,3RD YEAR COLLEGE,Divorced,North Central,2008,0,4.556494023904381
10211,14,49,Hispanic,Female,3RD YEAR COLLEGE,Divorced,North Central,2010,0,3.9247597609561753
10226,14,51,Hispanic,Female,4TH YEAR COLLEGE,Married,North Central,2000,12000,6.186852589641434
10226,14,51,Hispanic,Female,4TH YEAR COLLEGE,Married,North Central,2002,14200,5.480178064516129
10226,14,51,Hispanic,Female,4TH YEAR COLLEGE,Married,North Central,2004,14200,4.845420000000001
10226,14,51,Hispanic,Female,4TH YEAR COLLEGE,Married,North Central,2006,16000,4.76882
10226,14,51,Hispanic,Female,4TH YEAR COLLEGE,Married,North Central,2008,18000,4.556494023904381
10226,14,51,Hispanic,Female,4TH YEAR COLLEGE,Married,North Central,2010,16100,3.9247597609561753
10229,13,49,Black,Female,2ND YEAR COLLEGE,Divorced,South,2000,13000,6.186852589641434
10229,13,49,Black,Female,2ND YEAR COLLEGE,Divorced,South,2002,40000,5.480178064516129
10229,13,49,Black,Female,2ND YEAR COLLEGE,Divorced,South,2004,21000,4.845420000000001
10229,13,49,Black,Female,2ND YEAR COLLEGE,Divorced,South,2006,34000,4.76882
10229,13,49,Black,Female,2ND YEAR COLLEGE,Divorced,South,2008,20000,4.556494023904381
10229,13,49,Black,Female,2ND YEAR COLLEGE,Divorced,South,2010,28000,3.9247597609561753
10232,10,49,Black,Male,2ND YEAR COLLEGE,Divorced,North Central,2000,105000,6.186852589641434
10232,10,49,Black,Male,2ND YEAR COLLEGE,Divorced,North Central,2002,110000,5.480178064516129
10232,10,49,Black,Male,2ND YEAR COLLEGE,Divorced,North Central,2004,112000,4.845420000000001
10232,10,49,Black,Male,2ND YEAR COLLEGE,Divorced,North Central,2006,88000,4.76882
10232,10,49,Black,Male,2ND YEAR COLLEGE,Divorced,North Central,2008,104000,4.556494023904381
10232,10,49,Black,Male,2ND YEAR COLLEGE,Divorced,North Central,2010,39000,3.9247597609561753
10234,13,48,Black,Female,12TH GRADE,Divorced,North Central,2000,11000,6.186852589641434
10234,13,48,Black,Female,12TH GRADE,Divorced,North Central,2002,21000,5.480178064516129
10234,13,48,Black,Female,12TH GRADE,Divorced,North Central,2004,19000,4.845420000000001
10234,13,48,Black,Female,12TH GRADE,Divorced,North Central,2006,0,4.76882
10234,13,48,Black,Female,12TH GRADE,Divorced,North Central,2008,600,4.556494023904381
10234,13,48,Black,Female,12TH GRADE,Divorced,North Central,2010,6589,3.9247597609561753
10236,13,51,Black,Female,12TH GRADE,Divorced,South,2000,0,6.186852589641434
10236,13,51,Black,Female,12TH GRADE,Divorced,South,2002,0,5.480178064516129
10236,13,51,Black,Female,12TH GRADE,Divorced,South,2004,0,4.845420000000001
10236,13,51,Black,Female,12TH GRADE,Divorced,South,2006,0,4.76882
10236,13,51,Black,Female,12TH GRADE,Divorced,South,2008,0,4.556494023904381
10236,13,51,Black,Female,12TH GRADE,Divorced,South,2010,0,3.9247597609561753
10239,10,52,Black,Male,11TH GRADE,Divorced,North Central,2000,0,6.186852589641434
10239,10,52,Black,Male,11TH GRADE,Divorced,North Central,2002,240,5.480178064516129
10239,10,52,Black,Male,11TH GRADE,Divorced,North Central,2004,864,4.845420000000001
10239,10,52,Black,Male,11TH GRADE,Divorced,North Central,2006,900,4.76882
10239,10,52,Black,Male,11TH GRADE,Divorced,North Central,2008,0,4.556494023904381
10239,10,52,Black,Male,11TH GRADE,Divorced,North Central,2010,0,3.9247597609561753
10259,13,52,Black,Female,12TH GRADE,Married,South,2000,20000,6.186852589641434
10259,13,52,Black,Female,12TH GRADE,Married,South,2002,24000,5.480178064516129
10259,13,52,Black,Female,12TH GRADE,Married,South,2004,18000,4.845420000000001
10259,13,52,Black,Female,12TH GRADE,Married,South,2006,27000,4.76882
10259,13,52,Black,Female,12TH GRADE,Married,South,2008,23000,4.556494023904381
10259,13,52,Black,Female,12TH GRADE,Married,South,2010,24000,3.9247597609561753
10306,14,46,Hispanic,Female,12TH GRADE,Divorced,West,2000,23915,6.186852589641434
10306,14,46,Hispanic,Female,12TH GRADE,Divorced,West,2002,41150,5.480178064516129
10306,14,46,Hispanic,Female,12TH GRADE,Divorced,West,2004,50578,4.845420000000001
10306,14,46,Hispanic,Female,12TH GRADE,Divorced,West,2006,54563,4.76882
10306,14,46,Hispanic,Female,12TH GRADE,Divorced,West,2008,60958,4.556494023904381
10306,14,46,Hispanic,Female,12TH GRADE,Divorced,West,2010,65810,3.9247597609561753
10308,14,48,Hispanic,Female,6TH YEAR COLLEGE,Married,West,2000,34000,6.186852589641434
10308,14,48,Hispanic,Female,6TH YEAR COLLEGE,Married,West,2002,41000,5.480178064516129
10308,14,48,Hispanic,Female,6TH YEAR COLLEGE,Married,West,2004,43000,4.845420000000001
10308,14,48,Hispanic,Female,6TH YEAR COLLEGE,Married,West,2006,45000,4.76882
10308,14,48,Hispanic,Female,6TH YEAR COLLEGE,Married,West,2008,84000,4.556494023904381
10308,14,48,Hispanic,Female,6TH YEAR COLLEGE,Married,West,2010,52000,3.9247597609561753
10311,11,48,Hispanic,Male,12TH GRADE,Divorced,Northeast,2000,5000,6.186852589641434
10311,11,48,Hispanic,Male,12TH GRADE,Divorced,Northeast,2002,30000,5.480178064516129
10311,11,48,Hispanic,Male,12TH GRADE,Divorced,Northeast,2004,60000,4.845420000000001
10311,11,48,Hispanic,Male,12TH GRADE,Divorced,Northeast,2006,55000,4.76882
10311,11,48,Hispanic,Male,12TH GRADE,Divorced,Northeast,2008,55000,4.556494023904381
10311,11,48,Hispanic,Male,12TH GRADE,Divorced,Northeast,2010,60000,3.9247597609561753
10312,14,46,Hispanic,Female,4TH YEAR COLLEGE,Married,South,2000,0,6.186852589641434
10312,14,46,Hispanic,Female,4TH YEAR COLLEGE,Married,South,2002,0,5.480178064516129
10312,14,46,Hispanic,Female,4TH YEAR COLLEGE,Married,South,2004,24000,4.845420000000001
10312,14,46,Hispanic,Female,4TH YEAR COLLEGE,Married,South,2006,10000,4.76882
10312,14,46,Hispanic,Female,4TH YEAR COLLEGE,Married,South,2008,42000,4.556494023904381
10312,14,46,Hispanic,Female,4TH YEAR COLLEGE,Married,South,2010,36000,3.9247597609561753
10313,13,46,Black,Female,4TH YEAR COLLEGE,Married,South,2000,8000,6.186852589641434
10313,13,46,Black,Female,4TH YEAR COLLEGE,Married,South,2002,26000,5.480178064516129
10313,13,46,Black,Female,4TH YEAR COLLEGE,Married,South,2004,25000,4.845420000000001
10313,13,46,Black,Female,4TH YEAR COLLEGE,Married,South,2006,42000,4.76882
10313,13,46,Black,Female,4TH YEAR COLLEGE,Married,South,2008,65000,4.556494023904381
10313,13,46,Black,Female,4TH YEAR COLLEGE,Married,South,2010,50000,3.9247597609561753
10315,11,52,Hispanic,Male,12TH GRADE,Married,West,2000,26000,6.186852589641434
10315,11,52,Hispanic,Male,12TH GRADE,Married,West,2002,25000,5.480178064516129
10315,11,52,Hispanic,Male,12TH GRADE,Married,West,2004,25000,4.845420000000001
10315,11,52,Hispanic,Male,12TH GRADE,Married,West,2006,30000,4.76882
10315,11,52,Hispanic,Male,12TH GRADE,Married,West,2008,33000,4.556494023904381
10315,11,52,Hispanic,Male,12TH GRADE,Married,West,2010,33000,3.9247597609561753
10319,10,52,Black,Male,12TH GRADE,Separated,South,2000,32000,6.186852589641434
10319,10,52,Black,Male,12TH GRADE,Separated,South,2002,30000,5.480178064516129
10319,10,52,Black,Male,12TH GRADE,Separated,South,2004,32000,4.845420000000001
10319,10,52,Black,Male,12TH GRADE,Separated,South,2006,32900,4.76882
10319,10,52,Black,Male,12TH GRADE,Separated,South,2008,32000,4.556494023904381
10319,10,52,Black,Male,12TH GRADE,Separated,South,2010,0,3.9247597609561753
10321,13,47,Black,Female,12TH GRADE,Never Married,South,2000,18000,6.186852589641434
10321,13,47,Black,Female,12TH GRADE,Never Married,South,2002,25000,5.480178064516129
10321,13,47,Black,Female,12TH GRADE,Never Married,South,2004,28000,4.845420000000001
10321,13,47,Black,Female,12TH GRADE,Never Married,South,2006,39500,4.76882
10321,13,47,Black,Female,12TH GRADE,Never Married,South,2008,42000,4.556494023904381
10321,13,47,Black,Female,12TH GRADE,Never Married,South,2010,43000,3.9247597609561753
10327,10,46,Black,Male,12TH GRADE,Married,South,2000,35000,6.186852589641434
10327,10,46,Black,Male,12TH GRADE,Married,South,2002,27000,5.480178064516129
10327,10,46,Black,Male,12TH GRADE,Married,South,2004,45000,4.845420000000001
10327,10,46,Black,Male,12TH GRADE,Married,South,2006,42000,4.76882
10327,10,46,Black,Male,12TH GRADE,Married,South,2008,40000,4.556494023904381
10327,10,46,Black,Male,12TH GRADE,Married,South,2010,30000,3.9247597609561753
10328,10,45,Black,Male,12TH GRADE,Married,North Central,2000,16000,6.186852589641434
10328,10,45,Black,Male,12TH GRADE,Married,North Central,2002,33000,5.480178064516129
10328,10,45,Black,Male,12TH GRADE,Married,North Central,2004,38000,4.845420000000001
10328,10,45,Black,Male,12TH GRADE,Married,North Central,2006,50000,4.76882
10328,10,45,Black,Male,12TH GRADE,Married,North Central,2008,60000,4.556494023904381
10328,10,45,Black,Male,12TH GRADE,Married,North Central,2010,0,3.9247597609561753
10329,13,47,Black,Female,2ND YEAR COLLEGE,Married,North Central,2000,35800,6.186852589641434
10329,13,47,Black,Female,2ND YEAR COLLEGE,Married,North Central,2002,38765,5.480178064516129
10329,13,47,Black,Female,2ND YEAR COLLEGE,Married,North Central,2004,38000,4.845420000000001
10329,13,47,Black,Female,2ND YEAR COLLEGE,Married,North Central,2006,48000,4.76882
10329,13,47,Black,Female,2ND YEAR COLLEGE,Married,North Central,2008,41500,4.556494023904381
10329,13,47,Black,Female,2ND YEAR COLLEGE,Married,North Central,2010,51000,3.9247597609561753
10330,10,45,Black,Male,10TH GRADE,Divorced,North Central,2000,15000,6.186852589641434
10330,10,45,Black,Male,10TH GRADE,Divorced,North Central,2002,0,5.480178064516129
10330,10,45,Black,Male,10TH GRADE,Divorced,North Central,2004,7000,4.845420000000001
10330,10,45,Black,Male,10TH GRADE,Divorced,North Central,2006,40000,4.76882
10330,10,45,Black,Male,10TH GRADE,Divorced,North Central,2008,24000,4.556494023904381
10330,10,45,Black,Male,10TH GRADE,Divorced,North Central,2010,35000,3.9247597609561753
10332,13,47,Black,Female,12TH GRADE,Separated,South,2000,12500,6.186852589641434
10332,13,47,Black,Female,12TH GRADE,Separated,South,2002,0,5.480178064516129
10332,13,47,Black,Female,12TH GRADE,Separated,South,2004,13000,4.845420000000001
10332,13,47,Black,Female,12TH GRADE,Separated,South,2006,27000,4.76882
10332,13,47,Black,Female,12TH GRADE,Separated,South,2008,17000,4.556494023904381
10332,13,47,Black,Female,12TH GRADE,Separated,South,2010,10000,3.9247597609561753
10333,10,46,Black,Male,12TH GRADE,Separated,South,2000,2500,6.186852589641434
10333,10,46,Black,Male,12TH GRADE,Separated,South,2002,4200,5.480178064516129
10333,10,46,Black,Male,12TH GRADE,Separated,South,2004,3000,4.845420000000001
10333,10,46,Black,Male,12TH GRADE,Separated,South,2006,0,4.76882
10333,10,46,Black,Male,12TH GRADE,Separated,South,2008,4000,4.556494023904381
10333,10,46,Black,Male,12TH GRADE,Separated,South,2010,5335,3.9247597609561753
10334,13,48,Black,Female,12TH GRADE,Never Married,Northeast,2000,0,6.186852589641434
10334,13,48,Black,Female,12TH GRADE,Never Married,Northeast,2002,0,5.480178064516129
10334,13,48,Black,Female,12TH GRADE,Never Married,Northeast,2004,0,4.845420000000001
10334,13,48,Black,Female,12TH GRADE,Never Married,Northeast,2006,0,4.76882
10334,13,48,Black,Female,12TH GRADE,Never Married,Northeast,2008,0,4.556494023904381
10334,13,48,Black,Female,12TH GRADE,Never Married,Northeast,2010,0,3.9247597609561753
10335,13,47,Black,Female,12TH GRADE,Widowed,South,2000,16000,6.186852589641434
10335,13,47,Black,Female,12TH GRADE,Widowed,South,2002,20000,5.480178064516129
10335,13,47,Black,Female,12TH GRADE,Widowed,South,2004,21000,4.845420000000001
10335,13,47,Black,Female,12TH GRADE,Widowed,South,2006,33000,4.76882
10335,13,47,Black,Female,12TH GRADE,Widowed,South,2008,33900,4.556494023904381
10335,13,47,Black,Female,12TH GRADE,Widowed,South,2010,28000,3.9247597609561753
10336,13,47,Black,Female,12TH GRADE,Married,South,2000,20000,6.186852589641434
10336,13,47,Black,Female,12TH GRADE,Married,South,2002,22000,5.480178064516129
10336,13,47,Black,Female,12TH GRADE,Married,South,2004,30000,4.845420000000001
10336,13,47,Black,Female,12TH GRADE,Married,South,2006,24000,4.76882
10336,13,47,Black,Female,12TH GRADE,Married,South,2008,24000,4.556494023904381
10336,13,47,Black,Female,12TH GRADE,Married,South,2010,30000,3.9247597609561753
10337,10,47,Black,Male,12TH GRADE,Never Married,South,2000,12000,6.186852589641434
10337,10,47,Black,Male,12TH GRADE,Never Married,South,2002,8000,5.480178064516129
10337,10,47,Black,Male,12TH GRADE,Never Married,South,2004,0,4.845420000000001
10337,10,47,Black,Male,12TH GRADE,Never Married,South,2006,0,4.76882
10337,10,47,Black,Male,12TH GRADE,Never Married,South,2008,0,4.556494023904381
10337,10,47,Black,Male,12TH GRADE,Never Married,South,2010,0,3.9247597609561753
10338,10,46,Black,Male,12TH GRADE,Married,South,2000,22000,6.186852589641434
10338,10,46,Black,Male,12TH GRADE,Married,South,2002,29000,5.480178064516129
10338,10,46,Black,Male,12TH GRADE,Married,South,2004,31000,4.845420000000001
10338,10,46,Black,Male,12TH GRADE,Married,South,2006,32000,4.76882
10338,10,46,Black,Male,12TH GRADE,Married,South,2008,30000,4.556494023904381
10338,10,46,Black,Male,12TH GRADE,Married,South,2010,32000,3.9247597609561753
10360,14,51,Hispanic,Female,1ST YEAR COLLEGE,Married,South,2000,34000,6.186852589641434
10360,14,51,Hispanic,Female,1ST YEAR COLLEGE,Married,South,2002,41000,5.480178064516129
10360,14,51,Hispanic,Female,1ST YEAR COLLEGE,Married,South,2004,32000,4.845420000000001
10360,14,51,Hispanic,Female,1ST YEAR COLLEGE,Married,South,2006,17000,4.76882
10360,14,51,Hispanic,Female,1ST YEAR COLLEGE,Married,South,2008,22000,4.556494023904381
10360,14,51,Hispanic,Female,1ST YEAR COLLEGE,Married,South,2010,24000,3.9247597609561753
10363,10,47,Black,Male,2ND YEAR COLLEGE,Married,South,2000,46000,6.186852589641434
10363,10,47,Black,Male,2ND YEAR COLLEGE,Married,South,2002,49000,5.480178064516129
10363,10,47,Black,Male,2ND YEAR COLLEGE,Married,South,2004,50000,4.845420000000001
10363,10,47,Black,Male,2ND YEAR COLLEGE,Married,South,2006,42000,4.76882
10363,10,47,Black,Male,2ND YEAR COLLEGE,Married,South,2008,47000,4.556494023904381
10363,10,47,Black,Male,2ND YEAR COLLEGE,Married,South,2010,54000,3.9247597609561753
10368,10,49,Black,Male,3RD YEAR COLLEGE,Divorced,Northeast,2000,59800,6.186852589641434
10368,10,49,Black,Male,3RD YEAR COLLEGE,Divorced,Northeast,2002,62000,5.480178064516129
10368,10,49,Black,Male,3RD YEAR COLLEGE,Divorced,Northeast,2004,68000,4.845420000000001
10368,10,49,Black,Male,3RD YEAR COLLEGE,Divorced,Northeast,2006,74000,4.76882
10368,10,49,Black,Male,3RD YEAR COLLEGE,Divorced,Northeast,2008,78000,4.556494023904381
10368,10,49,Black,Male,3RD YEAR COLLEGE,Divorced,Northeast,2010,98000,3.9247597609561753
10369,13,47,Black,Female,8TH YEAR COLLEGE OR MORE,Married,Northeast,2000,43000,6.186852589641434
10369,13,47,Black,Female,8TH YEAR COLLEGE OR MORE,Married,Northeast,2002,46000,5.480178064516129
10369,13,47,Black,Female,8TH YEAR COLLEGE OR MORE,Married,Northeast,2004,63000,4.845420000000001
10369,13,47,Black,Female,8TH YEAR COLLEGE OR MORE,Married,Northeast,2006,70000,4.76882
10369,13,47,Black,Female,8TH YEAR COLLEGE OR MORE,Married,Northeast,2008,83000,4.556494023904381
10369,13,47,Black,Female,8TH YEAR COLLEGE OR MORE,Married,Northeast,2010,89000,3.9247597609561753
10370,11,51,Hispanic,Male,12TH GRADE,Married,Northeast,2000,47000,6.186852589641434
10370,11,51,Hispanic,Male,12TH GRADE,Married,Northeast,2002,60000,5.480178064516129
10370,11,51,Hispanic,Male,12TH GRADE,Married,Northeast,2004,55000,4.845420000000001
10370,11,51,Hispanic,Male,12TH GRADE,Married,Northeast,2006,50000,4.76882
10370,11,51,Hispanic,Male,12TH GRADE,Married,Northeast,2008,57000,4.556494023904381
10370,11,51,Hispanic,Male,12TH GRADE,Married,Northeast,2010,7000,3.9247597609561753
10371,14,48,Hispanic,Female,12TH GRADE,Never Married,Northeast,2000,0,6.186852589641434
10371,14,48,Hispanic,Female,12TH GRADE,Never Married,Northeast,2002,0,5.480178064516129
10371,14,48,Hispanic,Female,12TH GRADE,Never Married,Northeast,2004,0,4.845420000000001
10371,14,48,Hispanic,Female,12TH GRADE,Never Married,Northeast,2006,0,4.76882
10371,14,48,Hispanic,Female,12TH GRADE,Never Married,Northeast,2008,0,4.556494023904381
10371,14,48,Hispanic,Female,12TH GRADE,Never Married,Northeast,2010,0,3.9247597609561753
10373,13,50,Black,Female,11TH GRADE,Divorced,Northeast,2000,0,6.186852589641434
10373,13,50,Black,Female,11TH GRADE,Divorced,Northeast,2002,0,5.480178064516129
10373,13,50,Black,Female,11TH GRADE,Divorced,Northeast,2004,0,4.845420000000001
10373,13,50,Black,Female,11TH GRADE,Divorced,Northeast,2006,0,4.76882
10373,13,50,Black,Female,11TH GRADE,Divorced,Northeast,2008,0,4.556494023904381
10373,13,50,Black,Female,11TH GRADE,Divorced,Northeast,2010,0,3.9247597609561753
10374,13,45,Black,Female,12TH GRADE,Married,Northeast,2000,0,6.186852589641434
10374,13,45,Black,Female,12TH GRADE,Married,Northeast,2002,6000,5.480178064516129
10374,13,45,Black,Female,12TH GRADE,Married,Northeast,2004,7000,4.845420000000001
10374,13,45,Black,Female,12TH GRADE,Married,Northeast,2006,3000,4.76882
10374,13,45,Black,Female,12TH GRADE,Married,Northeast,2008,1000,4.556494023904381
10374,13,45,Black,Female,12TH GRADE,Married,Northeast,2010,25000,3.9247597609561753
10375,14,51,Hispanic,Female,1ST YEAR COLLEGE,Married,Northeast,2000,27000,6.186852589641434
10375,14,51,Hispanic,Female,1ST YEAR COLLEGE,Married,Northeast,2002,37000,5.480178064516129
10375,14,51,Hispanic,Female,1ST YEAR COLLEGE,Married,Northeast,2004,43000,4.845420000000001
10375,14,51,Hispanic,Female,1ST YEAR COLLEGE,Married,Northeast,2006,47000,4.76882
10375,14,51,Hispanic,Female,1ST YEAR COLLEGE,Married,Northeast,2008,47000,4.556494023904381
10375,14,51,Hispanic,Female,1ST YEAR COLLEGE,Married,Northeast,2010,47000,3.9247597609561753
10376,14,47,Hispanic,Female,12TH GRADE,Never Married,Northeast,2000,49000,6.186852589641434
10376,14,47,Hispanic,Female,12TH GRADE,Never Married,Northeast,2002,55000,5.480178064516129
10376,14,47,Hispanic,Female,12TH GRADE,Never Married,Northeast,2004,56000,4.845420000000001
10376,14,47,Hispanic,Female,12TH GRADE,Never Married,Northeast,2006,52618,4.76882
10376,14,47,Hispanic,Female,12TH GRADE,Never Married,Northeast,2008,62000,4.556494023904381
10376,14,47,Hispanic,Female,12TH GRADE,Never Married,Northeast,2010,63515,3.9247597609561753
10382,11,46,Hispanic,Male,4TH YEAR COLLEGE,Married,South,2000,28000,6.186852589641434
10382,11,46,Hispanic,Male,4TH YEAR COLLEGE,Married,South,2002,46000,5.480178064516129
10382,11,46,Hispanic,Male,4TH YEAR COLLEGE,Married,South,2004,67000,4.845420000000001
10382,11,46,Hispanic,Male,4TH YEAR COLLEGE,Married,South,2006,50000,4.76882
10382,11,46,Hispanic,Male,4TH YEAR COLLEGE,Married,South,2008,113000,4.556494023904381
10382,11,46,Hispanic,Male,4TH YEAR COLLEGE,Married,South,2010,110000,3.9247597609561753
10383,14,52,Hispanic,Female,6TH GRADE,Separated,Northeast,2000,0,6.186852589641434
10383,14,52,Hispanic,Female,6TH GRADE,Separated,Northeast,2002,0,5.480178064516129
10383,14,52,Hispanic,Female,6TH GRADE,Separated,Northeast,2004,0,4.845420000000001
10383,14,52,Hispanic,Female,6TH GRADE,Separated,Northeast,2006,0,4.76882
10383,14,52,Hispanic,Female,6TH GRADE,Separated,Northeast,2008,0,4.556494023904381
10383,14,52,Hispanic,Female,6TH GRADE,Separated,Northeast,2010,0,3.9247597609561753
10384,11,49,Hispanic,Male,11TH GRADE,Never Married,Northeast,2000,0,6.186852589641434
10384,11,49,Hispanic,Male,11TH GRADE,Never Married,Northeast,2002,0,5.480178064516129
10384,11,49,Hispanic,Male,11TH GRADE,Never Married,Northeast,2004,0,4.845420000000001
10384,11,49,Hispanic,Male,11TH GRADE,Never Married,Northeast,2006,0,4.76882
10384,11,49,Hispanic,Male,11TH GRADE,Never Married,Northeast,2008,0,4.556494023904381
10384,11,49,Hispanic,Male,11TH GRADE,Never Married,Northeast,2010,0,3.9247597609561753
10389,10,52,Black,Male,12TH GRADE,Married,Northeast,2000,40000,6.186852589641434
10389,10,52,Black,Male,12TH GRADE,Married,Northeast,2002,37000,5.480178064516129
10389,10,52,Black,Male,12TH GRADE,Married,Northeast,2004,40000,4.845420000000001
10389,10,52,Black,Male,12TH GRADE,Married,Northeast,2006,38000,4.76882
10389,10,52,Black,Male,12TH GRADE,Married,Northeast,2008,30000,4.556494023904381
10389,10,52,Black,Male,12TH GRADE,Married,Northeast,2010,45000,3.9247597609561753
10392,11,48,Hispanic,Male,10TH GRADE,Married,South,2000,30000,6.186852589641434
10392,11,48,Hispanic,Male,10TH GRADE,Married,South,2002,32000,5.480178064516129
10392,11,48,Hispanic,Male,10TH GRADE,Married,South,2004,41000,4.845420000000001
10392,11,48,Hispanic,Male,10TH GRADE,Married,South,2006,50000,4.76882
10392,11,48,Hispanic,Male,10TH GRADE,Married,South,2008,42800,4.556494023904381
10392,11,48,Hispanic,Male,10TH GRADE,Married,South,2010,46313,3.9247597609561753
10412,10,45,Black,Male,11TH GRADE,Divorced,North Central,2000,18500,6.186852589641434
10412,10,45,Black,Male,11TH GRADE,Divorced,North Central,2002,13000,5.480178064516129
10412,10,45,Black,Male,11TH GRADE,Divorced,North Central,2004,26000,4.845420000000001
10412,10,45,Black,Male,11TH GRADE,Divorced,North Central,2006,11000,4.76882
10412,10,45,Black,Male,11TH GRADE,Divorced,North Central,2008,10000,4.556494023904381
10412,10,45,Black,Male,11TH GRADE,Divorced,North Central,2010,0,3.9247597609561753
10422,13,47,Black,Female,12TH GRADE,Divorced,North Central,2000,28000,6.186852589641434
10422,13,47,Black,Female,12TH GRADE,Divorced,North Central,2002,0,5.480178064516129
10422,13,47,Black,Female,12TH GRADE,Divorced,North Central,2004,0,4.845420000000001
10422,13,47,Black,Female,12TH GRADE,Divorced,North Central,2006,0,4.76882
10422,13,47,Black,Female,12TH GRADE,Divorced,North Central,2008,0,4.556494023904381
10422,13,47,Black,Female,12TH GRADE,Divorced,North Central,2010,0,3.9247597609561753
10424,10,50,Black,Male,9TH GRADE,Never Married,North Central,2000,5000,6.186852589641434
10424,10,50,Black,Male,9TH GRADE,Never Married,North Central,2002,0,5.480178064516129
10424,10,50,Black,Male,9TH GRADE,Never Married,North Central,2004,0,4.845420000000001
10424,10,50,Black,Male,9TH GRADE,Never Married,North Central,2006,0,4.76882
10424,10,50,Black,Male,9TH GRADE,Never Married,North Central,2008,0,4.556494023904381
10424,10,50,Black,Male,9TH GRADE,Never Married,North Central,2010,0,3.9247597609561753
10425,10,50,Black,Male,2ND YEAR COLLEGE,Married,North Central,2000,50000,6.186852589641434
10425,10,50,Black,Male,2ND YEAR COLLEGE,Married,North Central,2002,60000,5.480178064516129
10425,10,50,Black,Male,2ND YEAR COLLEGE,Married,North Central,2004,50000,4.845420000000001
10425,10,50,Black,Male,2ND YEAR COLLEGE,Married,North Central,2006,55000,4.76882
10425,10,50,Black,Male,2ND YEAR COLLEGE,Married,North Central,2008,50000,4.556494023904381
10425,10,50,Black,Male,2ND YEAR COLLEGE,Married,North Central,2010,41000,3.9247597609561753
10426,10,48,Black,Male,6TH YEAR COLLEGE,Married,North Central,2000,47000,6.186852589641434
10426,10,48,Black,Male,6TH YEAR COLLEGE,Married,North Central,2002,59000,5.480178064516129
10426,10,48,Black,Male,6TH YEAR COLLEGE,Married,North Central,2004,62000,4.845420000000001
10426,10,48,Black,Male,6TH YEAR COLLEGE,Married,North Central,2006,74500,4.76882
10426,10,48,Black,Male,6TH YEAR COLLEGE,Married,North Central,2008,74000,4.556494023904381
10426,10,48,Black,Male,6TH YEAR COLLEGE,Married,North Central,2010,55000,3.9247597609561753
10427,14,49,Hispanic,Female,12TH GRADE,Married,North Central,2000,23000,6.186852589641434
10427,14,49,Hispanic,Female,12TH GRADE,Married,North Central,2002,27000,5.480178064516129
10427,14,49,Hispanic,Female,12TH GRADE,Married,North Central,2004,30000,4.845420000000001
10427,14,49,Hispanic,Female,12TH GRADE,Married,North Central,2006,35000,4.76882
10427,14,49,Hispanic,Female,12TH GRADE,Married,North Central,2008,40200,4.556494023904381
10427,14,49,Hispanic,Female,12TH GRADE,Married,North Central,2010,38000,3.9247597609561753
10430,11,47,Hispanic,Male,8TH GRADE,Never Married,North Central,2000,10000,6.186852589641434
10430,11,47,Hispanic,Male,8TH GRADE,Never Married,North Central,2002,1000,5.480178064516129
10430,11,47,Hispanic,Male,8TH GRADE,Never Married,North Central,2004,1200,4.845420000000001
10430,11,47,Hispanic,Male,8TH GRADE,Never Married,North Central,2006,0,4.76882
10430,11,47,Hispanic,Male,8TH GRADE,Never Married,North Central,2008,0,4.556494023904381
10430,11,47,Hispanic,Male,8TH GRADE,Never Married,North Central,2010,0,3.9247597609561753
10431,11,45,Hispanic,Male,2ND YEAR COLLEGE,Married,NA,2000,42000,6.186852589641434
10431,11,45,Hispanic,Male,2ND YEAR COLLEGE,Married,NA,2002,59000,5.480178064516129
10431,11,45,Hispanic,Male,2ND YEAR COLLEGE,Married,NA,2004,46500,4.845420000000001
10431,11,45,Hispanic,Male,2ND YEAR COLLEGE,Married,NA,2006,59900,4.76882
10431,11,45,Hispanic,Male,2ND YEAR COLLEGE,Married,NA,2008,70000,4.556494023904381
10431,11,45,Hispanic,Male,2ND YEAR COLLEGE,Married,NA,2010,60000,3.9247597609561753
10433,13,51,Black,Female,12TH GRADE,Never Married,North Central,2000,5000,6.186852589641434
10433,13,51,Black,Female,12TH GRADE,Never Married,North Central,2002,9000,5.480178064516129
10433,13,51,Black,Female,12TH GRADE,Never Married,North Central,2004,12000,4.845420000000001
10433,13,51,Black,Female,12TH GRADE,Never Married,North Central,2006,18000,4.76882
10433,13,51,Black,Female,12TH GRADE,Never Married,North Central,2008,19000,4.556494023904381
10433,13,51,Black,Female,12TH GRADE,Never Married,North Central,2010,18000,3.9247597609561753
10434,10,48,Black,Male,10TH GRADE,Divorced,North Central,2000,0,6.186852589641434
10434,10,48,Black,Male,10TH GRADE,Divorced,North Central,2002,500,5.480178064516129
10434,10,48,Black,Male,10TH GRADE,Divorced,North Central,2004,25000,4.845420000000001
10434,10,48,Black,Male,10TH GRADE,Divorced,North Central,2006,80000,4.76882
10434,10,48,Black,Male,10TH GRADE,Divorced,North Central,2008,10000,4.556494023904381
10434,10,48,Black,Male,10TH GRADE,Divorced,North Central,2010,7000,3.9247597609561753
10436,14,53,Hispanic,Female,12TH GRADE,Married,North Central,2000,20000,6.186852589641434
