"","Case_ID","Sample_ID","Income_2000","Income_2002","Income_2004","Income_2006","Income_2008","Income_2010","Age_2010","Race","Sex","Highest_Grade_Completed","Marital_Status","Region"
"4687",10040,14,31000,27200,32000,37000,41500,50130,50,"Hispanic","Female","2ND YEAR COLLEGE","Never Married","West"
"4688",10042,14,1988,8000,12000,8000,8000,7300,50,"Hispanic","Female","12TH GRADE","Never Married","West"
"4689",10043,11,14000,13000,17000,65000,19000,8000,52,"Hispanic","Male","12TH GRADE","Divorced","South"
"4690",10048,14,2000,6000,15000,14000,15000,19000,51,"Hispanic","Female","9TH GRADE","Married","West"
"4691",10051,11,28000,29000,32500,37600,37000,44000,45,"Hispanic","Male","12TH GRADE","Married","West"
"4692",10052,14,24000,30000,44000,59000,64000,64000,52,"Hispanic","Female","2ND YEAR COLLEGE","Divorced","West"
"4693",10054,14,50000,45000,82000,80000,90000,95000,46,"Hispanic","Female","4TH YEAR COLLEGE","Divorced","West"
"4694",10056,14,21000,21000,1000,0,0,0,50,"Hispanic","Female","12TH GRADE","Married","West"
"4695",10062,14,3500,19000,12000,700,12000,10000,49,"Hispanic","Female","2ND YEAR COLLEGE","Married","West"
"4696",10067,11,30000,65000,60000,60000,83000,63000,49,"Hispanic","Male","12TH GRADE","Married","West"
"4697",10068,11,36000,45000,40000,51000,41000,38000,47,"Hispanic","Male","12TH GRADE","Married","West"
"4698",10069,11,0,2500,16000,40000,24000,38000,47,"Hispanic","Male","1ST YEAR COLLEGE","Married","South"
"4699",10070,11,0,0,0,0,21000,59000,45,"Hispanic","Male","4TH YEAR COLLEGE","Divorced","West"
"4700",10071,11,9000,0,0,0,0,0,52,"Hispanic","Male","8TH GRADE","Married","West"
"4701",10072,14,10000,6000,19000,2500,3000,18000,47,"Hispanic","Female","8TH GRADE","Married","West"
"4702",10073,14,11000,3000,7000,9000,10000,14000,45,"Hispanic","Female","9TH GRADE","Widowed","West"
"4703",10075,11,10000,8000,10000,10000,7000,16120,47,"Hispanic","Male","12TH GRADE","Divorced","West"
"4704",10078,11,32000,45000,46000,46000,47000,42000,45,"Hispanic","Male","2ND YEAR COLLEGE","Never Married","West"
"4705",10079,14,22000,20000,29000,30000,35000,32000,45,"Hispanic","Female","2ND YEAR COLLEGE","Never Married","West"
"4706",10085,10,35500,22000,0,279816,0,0,47,"Black","Male","12TH GRADE","Married","South"
"4707",10111,13,0,0,0,0,0,0,52,"Black","Female","12TH GRADE","Never Married","South"
"4708",10112,13,0,0,0,0,0,0,52,"Black","Female","12TH GRADE","Married","South"
"4709",10114,10,45000,55000,52000,66000,78000,71000,46,"Black","Male","2ND YEAR COLLEGE","Married","West"
"4710",10115,10,25000,25000,0,1000,0,12000,48,"Black","Male","12TH GRADE","Never Married","South"
"4711",10123,11,60000,66000,80000,93000,90000,108000,47,"Hispanic","Male","3RD YEAR COLLEGE","Separated","South"
"4712",10124,13,2500,0,1500,0,0,2000,52,"Black","Female","12TH GRADE","Separated","South"
"4713",10125,13,3000,22500,30000,25000,16250,18000,51,"Black","Female","2ND YEAR COLLEGE","Divorced","South"
"4714",10126,10,55000,35000,22000,28000,23000,364,52,"Black","Male","4TH YEAR COLLEGE","Never Married","South"
"4715",10127,13,26500,31000,26000,18000,35000,18000,50,"Black","Female","4TH YEAR COLLEGE","Never Married","South"
"4716",10128,10,25000,20000,23000,30000,24000,26000,47,"Black","Male","11TH GRADE","Never Married","South"
"4717",10129,13,28000,33000,45000,44000,42000,52000,48,"Black","Female","11TH GRADE","Married","North Central"
"4718",10133,10,20000,0,5000,4000,0,0,46,"Black","Male","12TH GRADE","Married","South"
"4719",10135,13,11000,1200,3000,7200,7800,0,47,"Black","Female","12TH GRADE","Divorced","South"
"4720",10137,10,26000,28000,20000,30000,36000,34000,49,"Black","Male","5TH YEAR COLLEGE","Never Married","South"
"4721",10138,13,17000,20000,17000,18000,21000,21000,48,"Black","Female","2ND YEAR COLLEGE","Married","South"
"4722",10139,10,25000,23500,25500,27000,32000,32000,47,"Black","Male","1ST YEAR COLLEGE","Married","South"
"4723",10151,13,10100,3000,11000,14000,11000,13000,50,"Black","Female","10TH GRADE","Never Married","South"
"4724",10152,10,10000,9000,19000,0,0,0,49,"Black","Male","12TH GRADE","Divorced","South"
"4725",10153,13,1000,0,30000,16000,46000,42000,50,"Black","Female","2ND YEAR COLLEGE","Married","Northeast"
"4726",10154,10,30000,30,22000,38000,32000,37000,47,"Black","Male","4TH YEAR COLLEGE","Married","South"
"4727",10158,10,42000,42000,40000,54000,56000,56000,48,"Black","Male","4TH YEAR COLLEGE","Married","South"
"4728",10159,13,62000,34000,51000,42000,0,42000,45,"Black","Female","12TH GRADE","Never Married","South"
"4729",10161,10,50000,53000,61000,74000,68000,78000,47,"Black","Male","6TH YEAR COLLEGE","Married","South"
"4730",10162,13,20100,20016,25000,25000,22000,22000,45,"Black","Female","12TH GRADE","Divorced","South"
"4731",10164,13,32000,30000,38000,36000,39500,44000,52,"Black","Female","12TH GRADE","Married","South"
"4732",10165,10,13000,16000,16000,3000,0,0,50,"Black","Male","12TH GRADE","Married","South"
"4733",10166,13,21000,13000,12000,26000,24000,31605,51,"Black","Female","12TH GRADE","Married","South"
"4734",10169,10,40000,39000,40000,40000,30000,4000,48,"Black","Male","12TH GRADE","Never Married","South"
"4735",10172,10,45000,37000,40000,65000,55000,42000,46,"Black","Male","12TH GRADE","Married","South"
"4736",10174,10,14000,28000,30000,20000,20910,3168,46,"Black","Male","12TH GRADE","Divorced","South"
"4737",10176,14,35000,40000,45000,52000,55000,56000,49,"Hispanic","Female","2ND YEAR COLLEGE","Divorced","South"
"4738",10179,10,24000,16640,20000,23920,26000,10000,49,"Black","Male","12TH GRADE","Divorced","South"
"4739",10180,10,7000,17000,8000,31000,32000,0,46,"Black","Male","10TH GRADE","Married","South"
"4740",10182,13,44000,40000,42500,65000,70000,52000,52,"Black","Female","12TH GRADE","Divorced","South"
"4741",10183,14,20000,25000,25000,17000,34000,37000,50,"Hispanic","Female","12TH GRADE","Married","South"
"4742",10184,13,3000,6000,12000,0,1200,800,50,"Black","Female","12TH GRADE","Separated","South"
"4743",10185,14,68000,75000,90000,89000,95000,125000,52,"Hispanic","Female","12TH GRADE","Married","West"
"4744",10187,10,6783,32000,1600,19632,42000,4800,46,"Black","Male","11TH GRADE","Never Married","North Central"
"4745",10190,10,30,30000,20000,30000,40000,35000,48,"Black","Male","12TH GRADE","Married","South"
"4746",10191,13,1036,1199,600,3500,600,4958,47,"Black","Female","12TH GRADE","Never Married","South"
"4747",10192,10,25000,50000,65000,70000,65000,56000,51,"Black","Male","12TH GRADE","Married","South"
"4748",10195,13,40600,47770,51000,53600,52800,59109,49,"Black","Female","7TH YEAR COLLEGE","Divorced","South"
"4749",10196,13,58000,74000,73000,74000,81971,82164,47,"Black","Female","8TH YEAR COLLEGE OR MORE","Married","South"
"4750",10199,10,26000,16000,30000,28000,30000,31200,50,"Black","Male","11TH GRADE","Separated","South"
"4751",10202,10,40000,54000,61000,75000,20400,1200,50,"Black","Male","12TH GRADE","Married","South"
"4752",10204,10,18500,0,3500,9000,7200,0,49,"Black","Male","11TH GRADE","Never Married","South"
"4753",10211,14,0,0,750,0,0,0,49,"Hispanic","Female","3RD YEAR COLLEGE","Divorced","North Central"
"4754",10226,14,12000,14200,14200,16000,18000,16100,51,"Hispanic","Female","4TH YEAR COLLEGE","Married","North Central"
"4755",10229,13,13000,40000,21000,34000,20000,28000,49,"Black","Female","2ND YEAR COLLEGE","Divorced","South"
"4756",10232,10,105000,110000,112000,88000,104000,39000,49,"Black","Male","2ND YEAR COLLEGE","Divorced","North Central"
"4757",10234,13,11000,21000,19000,0,600,6589,48,"Black","Female","12TH GRADE","Divorced","North Central"
"4758",10236,13,0,0,0,0,0,0,51,"Black","Female","12TH GRADE","Divorced","South"
"4759",10239,10,0,240,864,900,0,0,52,"Black","Male","11TH GRADE","Divorced","North Central"
"4760",10259,13,20000,24000,18000,27000,23000,24000,52,"Black","Female","12TH GRADE","Married","South"
"4761",10306,14,23915,41150,50578,54563,60958,65810,46,"Hispanic","Female","12TH GRADE","Divorced","West"
"4762",10308,14,34000,41000,43000,45000,84000,52000,48,"Hispanic","Female","6TH YEAR COLLEGE","Married","West"
"4763",10311,11,5000,30000,60000,55000,55000,60000,48,"Hispanic","Male","12TH GRADE","Divorced","Northeast"
"4764",10312,14,0,0,24000,10000,42000,36000,46,"Hispanic","Female","4TH YEAR COLLEGE","Married","South"
"4765",10313,13,8000,26000,25000,42000,65000,50000,46,"Black","Female","4TH YEAR COLLEGE","Married","South"
"4766",10315,11,26000,25000,25000,30000,33000,33000,52,"Hispanic","Male","12TH GRADE","Married","West"
"4767",10319,10,32000,30000,32000,32900,32000,0,52,"Black","Male","12TH GRADE","Separated","South"
"4768",10321,13,18000,25000,28000,39500,42000,43000,47,"Black","Female","12TH GRADE","Never Married","South"
"4769",10327,10,35000,27000,45000,42000,40000,30000,46,"Black","Male","12TH GRADE","Married","South"
"4770",10328,10,16000,33000,38000,50000,60000,0,45,"Black","Male","12TH GRADE","Married","North Central"
"4771",10329,13,35800,38765,38000,48000,41500,51000,47,"Black","Female","2ND YEAR COLLEGE","Married","North Central"
"4772",10330,10,15000,0,7000,40000,24000,35000,45,"Black","Male","10TH GRADE","Divorced","North Central"
"4773",10332,13,12500,0,13000,27000,17000,10000,47,"Black","Female","12TH GRADE","Separated","South"
"4774",10333,10,2500,4200,3000,0,4000,5335,46,"Black","Male","12TH GRADE","Separated","South"
"4775",10334,13,0,0,0,0,0,0,48,"Black","Female","12TH GRADE","Never Married","Northeast"
"4776",10335,13,16000,20000,21000,33000,33900,28000,47,"Black","Female","12TH GRADE","Widowed","South"
"4777",10336,13,20000,22000,30000,24000,24000,30000,47,"Black","Female","12TH GRADE","Married","South"
"4778",10337,10,12000,8000,0,0,0,0,47,"Black","Male","12TH GRADE","Never Married","South"
"4779",10338,10,22000,29000,31000,32000,30000,32000,46,"Black","Male","12TH GRADE","Married","South"
"4780",10360,14,34000,41000,32000,17000,22000,24000,51,"Hispanic","Female","1ST YEAR COLLEGE","Married","South"
"4781",10363,10,46000,49000,50000,42000,47000,54000,47,"Black","Male","2ND YEAR COLLEGE","Married","South"
"4782",10368,10,59800,62000,68000,74000,78000,98000,49,"Black","Male","3RD YEAR COLLEGE","Divorced","Northeast"
"4783",10369,13,43000,46000,63000,70000,83000,89000,47,"Black","Female","8TH YEAR COLLEGE OR MORE","Married","Northeast"
"4784",10370,11,47000,60000,55000,50000,57000,7000,51,"Hispanic","Male","12TH GRADE","Married","Northeast"
"4785",10371,14,0,0,0,0,0,0,48,"Hispanic","Female","12TH GRADE","Never Married","Northeast"
"4786",10373,13,0,0,0,0,0,0,50,"Black","Female","11TH GRADE","Divorced","Northeast"
"4787",10374,13,0,6000,7000,3000,1000,25000,45,"Black","Female","12TH GRADE","Married","Northeast"
"4788",10375,14,27000,37000,43000,47000,47000,47000,51,"Hispanic","Female","1ST YEAR COLLEGE","Married","Northeast"
"4789",10376,14,49000,55000,56000,52618,62000,63515,47,"Hispanic","Female","12TH GRADE","Never Married","Northeast"
"4790",10382,11,28000,46000,67000,50000,113000,110000,46,"Hispanic","Male","4TH YEAR COLLEGE","Married","South"
"4791",10383,14,0,0,0,0,0,0,52,"Hispanic","Female","6TH GRADE","Separated","Northeast"
"4792",10384,11,0,0,0,0,0,0,49,"Hispanic","Male","11TH GRADE","Never Married","Northeast"
"4793",10389,10,40000,37000,40000,38000,30000,45000,52,"Black","Male","12TH GRADE","Married","Northeast"
"4794",10392,11,30000,32000,41000,50000,42800,46313,48,"Hispanic","Male","10TH GRADE","Married","South"
"4795",10412,10,18500,13000,26000,11000,10000,0,45,"Black","Male","11TH GRADE","Divorced","North Central"
"4796",10422,13,28000,0,0,0,0,0,47,"Black","Female","12TH GRADE","Divorced","North Central"
"4797",10424,10,5000,0,0,0,0,0,50,"Black","Male","9TH GRADE","Never Married","North Central"
"4798",10425,10,50000,60000,50000,55000,50000,41000,50,"Black","Male","2ND YEAR COLLEGE","Married","North Central"
"4799",10426,10,47000,59000,62000,74500,74000,55000,48,"Black","Male","6TH YEAR COLLEGE","Married","North Central"
"4800",10427,14,23000,27000,30000,35000,40200,38000,49,"Hispanic","Female","12TH GRADE","Married","North Central"
"4801",10430,11,10000,1000,1200,0,0,0,47,"Hispanic","Male","8TH GRADE","Never Married","North Central"
"4802",10431,11,42000,59000,46500,59900,70000,60000,45,"Hispanic","Male","2ND YEAR COLLEGE","Married",NA
"4803",10433,13,5000,9000,12000,18000,19000,18000,51,"Black","Female","12TH GRADE","Never Married","North Central"
"4804",10434,10,0,500,25000,80000,10000,7000,48,"Black","Male","10TH GRADE","Divorced","North Central"
"4805",10436,14,20000,75000,75000,70000,78000,75000,53,"Hispanic","Female","12TH GRADE","Married","North Central"
"4806",10443,14,21000,21000,22000,26700,30000,27000,47,"Hispanic","Female","11TH GRADE","Married","South"
"4807",10444,14,20000,32000,29000,35000,18000,10000,46,"Hispanic","Female","2ND YEAR COLLEGE","Married","South"
"4808",10448,14,33000,1200,25000,12000,12000,0,45,"Hispanic","Female","4TH YEAR COLLEGE","Divorced","South"
"4809",10449,11,67000,78000,30000,84700,105000,102000,48,"Hispanic","Male","4TH YEAR COLLEGE","Married","South"
"4810",10450,14,38000,40000,42000,40000,40000,70000,51,"Hispanic","Female","4TH YEAR COLLEGE","Divorced","South"
"4811",10453,10,8000,2000,0,0,700,1200,48,"Black","Male","12TH GRADE","Married","South"
"4812",10454,10,65000,49000,65000,84000,84000,92000,47,"Black","Male","2ND YEAR COLLEGE","Divorced","South"
"4813",10455,10,15000,16000,32000,27000,27000,29000,49,"Black","Male","2ND YEAR COLLEGE","Married","South"
"4814",10468,14,33500,29000,23000,36000,45000,36000,49,"Hispanic","Female","1ST YEAR COLLEGE","Divorced","West"
"4815",10469,10,18000,24000,27000,40000,47000,53000,51,"Black","Male","6TH YEAR COLLEGE","Never Married","West"
"4816",10470,10,21000,32000,42000,42000,49000,65000,50,"Black","Male","4TH YEAR COLLEGE","Never Married","West"
"4817",10472,14,24000,23000,0,1500,17000,20000,45,"Hispanic","Female","9TH GRADE","Married","West"
"4818",10478,14,17000,16000,18000,20000,23721,28000,48,"Hispanic","Female","10TH GRADE","Divorced","West"
"4819",10479,11,32000,34000,50000,45000,48000,45000,45,"Hispanic","Male","1ST YEAR COLLEGE","Divorced","West"
"4820",10481,14,32000,0,265933,279816,12000,20000,52,"Hispanic","Female","12TH GRADE","Divorced","West"
"4821",10487,10,24900,38000,40000,38000,36000,38400,47,"Black","Male","12TH GRADE","Married","West"
"4822",10491,13,0,0,0,0,0,0,49,"Black","Female","11TH GRADE","Never Married","West"
"4823",10492,11,25000,18000,20000,0,0,0,47,"Hispanic","Male","1ST YEAR COLLEGE","Married","West"
"4824",10500,14,4000,39000,0,6000,10000,10000,52,"Hispanic","Female","1ST YEAR COLLEGE","Married","West"
"4825",10501,11,44000,62000,73000,83000,95000,99000,52,"Hispanic","Male","2ND YEAR COLLEGE","Married","West"
"4826",10503,11,60000,62000,60000,110000,102000,106000,50,"Hispanic","Male","12TH GRADE","Married","West"
"4827",10506,14,0,3200,600,2268,0,0,50,"Hispanic","Female","9TH GRADE","Married","West"
"4828",10507,14,0,0,24000,0,0,5000,49,"Hispanic","Female","1ST YEAR COLLEGE","Married","South"
"4829",10509,11,0,0,0,0,0,0,51,"Hispanic","Male","2ND YEAR COLLEGE","Never Married","West"
"4830",10514,14,30000,35000,36000,37000,35000,35000,45,"Hispanic","Female","3RD YEAR COLLEGE","Never Married","West"
"4831",10519,11,26000,24000,26000,26000,32900,33000,50,"Hispanic","Male","3RD GRADE","Married","West"
"4832",10520,11,12000,0,23000,0,16000,12000,51,"Hispanic","Male","3RD GRADE","Married","West"
"4833",10522,14,2000,3000,5200,5250,9700,10000,49,"Hispanic","Female","6TH GRADE","Married","South"
"4834",10527,11,0,0,0,0,0,0,45,"Hispanic","Male","10TH GRADE","Divorced","West"
"4835",10528,13,0,0,0,0,225,200,49,"Black","Female","11TH GRADE","Never Married","West"
"4836",10531,11,30000,42000,40000,41000,45000,50000,46,"Hispanic","Male","2ND YEAR COLLEGE","Married","West"
"4837",10532,14,5760,0,200,2100,1500,5000,51,"Hispanic","Female","12TH GRADE","Never Married","West"
"4838",10535,14,18000,19000,29000,29000,3000,40000,49,"Hispanic","Female","2ND YEAR COLLEGE","Widowed","West"
"4839",10536,14,17300,13000,18000,25000,23000,26000,47,"Hispanic","Female","1ST YEAR COLLEGE","Never Married","West"
"4840",10537,14,16000,15000,22000,22000,36200,38000,45,"Hispanic","Female","12TH GRADE","Separated","West"
"4841",10538,14,2000,14000,0,0,0,0,49,"Hispanic","Female","9TH GRADE","Widowed","West"
"4842",10540,11,21780,31056,36400,34000,44000,40300,48,"Hispanic","Male","11TH GRADE","Divorced","West"
"4843",10541,11,32000,34800,20000,28000,38000,29000,47,"Hispanic","Male","12TH GRADE","Never Married","West"
"4844",10542,14,12000,18000,18000,32000,30000,36000,45,"Hispanic","Female","12TH GRADE","Married","West"
"4845",10543,14,32000,30000,35000,32000,35000,38000,46,"Hispanic","Female","1ST YEAR COLLEGE","Married","West"
"4846",10544,14,4000,17000,17800,18000,20100,15000,48,"Hispanic","Female","12TH GRADE","Divorced","West"
"4847",10548,11,28000,30000,34000,27000,40000,57000,46,"Hispanic","Male","12TH GRADE","Married","West"
"4848",10549,13,4440,800,25500,10000,18000,0,49,"Black","Female","4TH YEAR COLLEGE","Never Married","West"
"4849",10552,11,38000,34000,0,0,0,0,48,"Hispanic","Male","12TH GRADE","Separated","West"
"4850",10553,11,50000,45000,45000,55000,60000,61000,52,"Hispanic","Male","2ND YEAR COLLEGE","Married","West"
"4851",10554,14,28000,31000,37000,45000,54000,58000,50,"Hispanic","Female","2ND YEAR COLLEGE","Married","West"
"4852",10555,11,1e+05,18000,25000,30000,35000,0,47,"Hispanic","Male","12TH GRADE","Divorced","West"
"4853",10561,11,47000,52500,58000,67000,72000,78000,49,"Hispanic","Male","4TH YEAR COLLEGE","Married","South"
"4854",10565,14,16000,18000,23000,25000,23000,0,52,"Hispanic","Female","2ND YEAR COLLEGE","Divorced","South"
"4855",10579,13,10000,19000,10000,20000,20800,21000,49,"Black","Female","10TH GRADE","Separated","North Central"
"4856",10581,13,23000,57000,9000,33000,40000,0,48,"Black","Female","2ND YEAR COLLEGE","Married","North Central"
"4857",10606,16,20000,21000,22000,25000,24000,23000,51,"Black","Male","2ND YEAR COLLEGE","Never Married","South"
"4858",10664,16,35000,58997,49400,59000,54000,60000,50,"Black","Male","12TH GRADE","Married","South"
"4859",10666,16,17000,18000,13200,18000,11000,10000,50,"Black","Male","12TH GRADE","Widowed","South"
"4860",10704,16,18000,7000,0,0,10000,0,52,"Black","Male","12TH GRADE","Divorced","South"
"4861",10706,16,7000,45800,48000,66000,70000,59000,51,"Black","Male","4TH YEAR COLLEGE","Married","South"
"4862",10707,17,33000,70000,0,40000,0,23000,50,"Hispanic","Male","2ND YEAR COLLEGE","Married","West"
"4863",10722,15,8000,12000,0,20000,32000,33600,49,"Non-Black/Non-Hispanic","Male","12TH GRADE","Never Married","West"
"4864",10725,15,0,0,0,0,0,0,52,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","Northeast"
"4865",10728,15,86000,72000,80000,80000,93000,155000,49,"Non-Black/Non-Hispanic","Male","1ST YEAR COLLEGE","Married","South"
"4866",10745,15,58000,45000,38500,39000,56700,56000,51,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","West"
"4867",10752,18,15800,16000,26400,28000,11500,0,51,"Non-Black/Non-Hispanic","Female","1ST YEAR COLLEGE","Married","West"
"4868",10754,16,45000,32000,68000,0,60000,60000,52,"Black","Male","12TH GRADE","Married","Northeast"
"4869",10774,15,12000,41000,43700,48000,66000,71000,52,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Divorced","Northeast"
"4870",10775,15,72000,80000,2500,0,0,10000,50,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Divorced","North Central"
"4871",10783,15,53000,60000,68000,85000,90000,95000,50,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Married","South"
"4872",10790,16,0,58000,60000,71000,80000,82000,52,"Black","Male","2ND YEAR COLLEGE","Married","West"
"4873",10803,17,10000,10000,22000,0,0,0,51,"Hispanic","Male","2ND YEAR COLLEGE","Married","South"
"4874",10811,18,15000,26000,26000,34000,42000,45000,50,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","North Central"
"4875",10819,15,29000,21000,13000,22000,20000,17000,52,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Married","South"
"4876",10841,16,24000,28000,18000,34000,32000,42000,51,"Black","Male","12TH GRADE","Never Married","Northeast"
"4877",10844,16,24000,22000,36000,33000,44000,45000,49,"Black","Male","1ST YEAR COLLEGE","Married","South"
"4878",10854,15,22000,24000,5000,25000,20000,25000,52,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","South"
"4879",10855,16,37000,33000,37000,40000,48000,48000,51,"Black","Male","12TH GRADE","Divorced","South"
"4880",10882,17,0,40000,0,35000,0,24000,52,"Hispanic","Male","4TH YEAR COLLEGE","Married",NA
"4881",10893,16,20000,28000,43000,35000,49000,50000,52,"Black","Male","2ND YEAR COLLEGE","Married","North Central"
"4882",10894,16,70200,0,28000,30000,15000,0,50,"Black","Male","5TH YEAR COLLEGE","Married","North Central"
"4883",10908,16,18000,3000,0,20000,34000,21000,52,"Black","Male","12TH GRADE","Married","South"
"4884",10911,15,22000,18000,8000,11000,15000,0,52,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"4885",10980,16,30000,50000,35000,37000,41000,5000,51,"Black","Male","12TH GRADE","Separated","West"
"4886",10984,16,22000,30000,28000,0,39000,20000,52,"Black","Male","10TH GRADE","Divorced","South"
"4887",11001,17,30000,50000,45000,50000,50000,50000,52,"Hispanic","Male","9TH GRADE","Married","South"
"4888",11002,15,42000,0,0,0,40000,0,51,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","North Central"
"4889",11015,15,75000,80000,82000,104000,10500,117000,52,"Non-Black/Non-Hispanic","Male","11TH GRADE","Married","West"
"4890",11018,15,27000,35000,30000,35000,50000,32000,50,"Non-Black/Non-Hispanic","Male","10TH GRADE","Divorced","North Central"
"4891",11019,17,36650,30000,47000,40000,49000,62000,52,"Hispanic","Male","1ST YEAR COLLEGE","Separated","Northeast"
"4892",11037,15,38000,42000,58000,56000,55000,49000,52,"Non-Black/Non-Hispanic","Male","11TH GRADE","Married","South"
"4893",11054,16,26000,38000,20000,32000,49000,50000,51,"Black","Male","12TH GRADE","Married","South"
"4894",11060,15,0,12000,0,0,0,5000,50,"Non-Black/Non-Hispanic","Male","10TH GRADE","Married","South"
"4895",11071,16,0,0,0,33000,63000,69500,52,"Black","Male","4TH YEAR COLLEGE","Married","South"
"4896",11072,16,48000,62000,35000,19000,0,24000,51,"Black","Male","12TH GRADE","Separated","South"
"4897",11083,16,12000,5000,0,0,0,0,50,"Black","Male","12TH GRADE","Divorced","South"
"4898",11085,17,54000,42000,68000,60000,50000,0,51,"Hispanic","Male","12TH GRADE","Divorced","Northeast"
"4899",11096,16,0,0,0,0,0,0,51,"Black","Male","12TH GRADE","Never Married","North Central"
"4900",11106,15,21000,25000,26000,35000,12909,0,50,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","South"
"4901",11109,17,50000,13768,28600,34511,30000,26400,50,"Hispanic","Male","12TH GRADE","Married",NA
"4902",11142,17,70000,94000,89500,93000,109000,124800,50,"Hispanic","Male","1ST YEAR COLLEGE","Married","Northeast"
"4903",11185,15,40000,37000,0,42000,42000,42000,50,"Non-Black/Non-Hispanic","Male","10TH GRADE","Divorced","Northeast"
"4904",11209,17,50000,55000,80000,66000,1e+05,80000,53,"Hispanic","Male","1ST YEAR COLLEGE","Married","West"
"4905",11215,15,28000,4720,0,279816,152000,14500,52,"Non-Black/Non-Hispanic","Male","11TH GRADE","Divorced","North Central"
"4906",11221,16,45000,45000,50000,43000,58000,44000,51,"Black","Male","2ND YEAR COLLEGE","Divorced","South"
"4907",11227,15,46000,52000,54000,65000,25000,33000,50,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"4908",11231,16,10000,11000,11000,15000,15000,10000,50,"Black","Male","12TH GRADE","Divorced","South"
"4909",11241,15,80000,1e+05,90000,90000,94000,1e+05,52,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","North Central"
"4910",11247,15,24000,25000,25000,26000,26000,28000,49,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"4911",11274,16,48500,50000,51000,66000,65000,67000,49,"Black","Male","2ND YEAR COLLEGE","Never Married","West"
"4912",11275,15,41000,25000,17000,33000,0,1e+05,51,"Non-Black/Non-Hispanic","Male","7TH YEAR COLLEGE","Never Married","South"
"4913",11301,15,38000,44000,30000,48000,60000,0,52,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Married","South"
"4914",11309,18,40000,24000,0,0,0,0,50,"Non-Black/Non-Hispanic","Female","3RD YEAR COLLEGE","Married","North Central"
"4915",11317,15,0,67900,42500,26000,62000,65000,50,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Divorced","West"
"4916",11319,18,24000,25000,30000,34000,39000,39000,50,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"4917",11325,16,0,0,0,37000,40000,38000,49,"Black","Male","4TH YEAR COLLEGE","Married","South"
"4918",11337,15,28000,40000,22800,32000,28000,22500,51,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Divorced","South"
"4919",11340,15,57000,60000,70000,80000,85000,102000,50,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","Northeast"
"4920",11406,15,50000,50000,53000,53000,63000,60000,49,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","Northeast"
"4921",11418,15,32000,46000,83352,81000,90000,97000,52,"Non-Black/Non-Hispanic","Male","7TH YEAR COLLEGE","Married","West"
"4922",11436,17,55000,48000,54000,70000,85000,75000,51,"Hispanic","Male","4TH YEAR COLLEGE","Married","West"
"4923",11438,16,0,236000,0,64000,134000,120000,52,"Black","Male","8TH YEAR COLLEGE OR MORE","Divorced","North Central"
"4924",11463,16,0,60000,0,0,30000,0,52,"Black","Male","2ND YEAR COLLEGE","Married","South"
"4925",11467,15,50000,98000,35000,150000,150000,24000,49,"Non-Black/Non-Hispanic","Male","12TH GRADE","Separated","Northeast"
"4926",11480,15,8,0,30000,0,0,30000,51,"Non-Black/Non-Hispanic","Male","5TH YEAR COLLEGE","Separated","West"
"4927",11507,15,55500,60000,69000,77000,115000,1e+05,50,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Married","South"
"4928",11510,15,47000,58000,60000,67000,80000,85000,51,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","West"
"4929",11523,15,15000,14000,12000,28000,26000,30000,53,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","West"
"4930",11525,16,58000,60000,73000,85000,110000,98000,51,"Black","Male","6TH YEAR COLLEGE","Divorced","West"
"4931",11526,15,46000,46000,73000,62000,78000,37000,51,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Married","South"
"4932",11534,15,41000,43000,45000,52000,74000,68000,49,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Married","West"
"4933",11535,16,28000,88000,17000,30000,7000,35000,51,"Black","Male","2ND YEAR COLLEGE","Divorced","West"
"4934",11565,16,20000,7500,25000,27000,45407,52000,52,"Black","Male","4TH YEAR COLLEGE","Never Married","West"
